情感分析结果,评价倾向,商品评论
0.9805643055603342,喜欢,目前性价比最高的骁龙 865 旗舰，特别适合对游戏性能有高要求的用户，3000 档旗舰，买他。
0.07384323699443152,不喜欢,iQOO Neo3的后置主摄是三星GM1，这种东西参数党看着没感觉，但实用党用着还不错，实拍样张的色彩和动态范围都挺好。现在的手机拍照绝对不能只看CMOS型号，厂商调教非常非常关键，这个还是出厂版本的系统，后期固件更新还会再优化相机，现在2000多块钱的手机在拍照方面已经可以好看又好用了
0.00937883514631932,不喜欢,iQOO Neo3这块屏幕真的可以了，拖影问题基本解决，以后其他厂商再上LCD高刷新率屏幕，按照这个标准来就行了。
0.08214157018923007,不喜欢,刚刚开售就破亿了，骁龙865、双模5G全网通、UFS3.1、44W快充、4500mAh电池、双扬声器、独立HiFi、144Hz超高刷新率，仅2698元起，还有24期免息～超香有木有？难怪开售就马上破亿了
0.1895461758091701,不喜欢,2698 买到骁龙 865 旗舰，还送双模 5G，送 UFS3.1，送立体声双扬声器。
0.0210740996783203,不喜欢,随手就送一个 44W 超级快充，相比很多中杯旗舰，简直厚道到家，4500mAh 大电池，25 分钟充电 50% ，充满 100% 约 1 小时，馋哭 iPhone 用户。
0.07125579567186446,不喜欢,2698 买摩托，还要什么自行车。
0.9971353920598505,喜欢,外形外观：好看，真的好看
0.9922117113954272,喜欢,屏幕音效：这款lcd起码是中上等水平，vivo调教和拿货水平一流，大家放心购买，加上144hz之后拖影非常非常的不严重，根据个人猜测是144hz比120hz再快了将近20%，肉眼对拖影&ldquo;感知不强&rdquo;
0.9988127194512152,喜欢,拍照效果：三摄，比较实用，中规中矩，vivo这牌子的相机调教，比好多品牌强多了
0.8541165393799216,喜欢,运行速度：6+128，6g运存还有2g可用，还算够用
0.9508904181446174,喜欢,待机时间：这个不用多说，4500毫安，44w快充
0.31865080436825455,不喜欢,其他特色：双扬声太香了，跟我的XsMax一比，声音还要更大。
0.9999963120418196,喜欢,品控方面不用担心，比某葫芦摄像头的牌子强太多了，颜色好看，性能很能打，关键2698起啊兄弟们。起初是害怕iqoo ui不行，现在一用觉得不错，真香，该有的都有，也不卡顿，还算易用。用XsMax五分之一的价格买的，体验如此好，做备用机完美得一批。
0.999999999996281,喜欢,手机今天到手，抓紧开箱，外观verynice，青空蓝给人一种清新靓丽的感觉，硬件配置高通骁龙865+UFS3.1，144HZ竞速屏（业界第一）让你感受到滑屏如流水的体验，4500mah大电池，44w快充，双扬声器，NFC满足办公室、幼儿园、交通卡的使用，还有太多吸引我的地方。。。。。虽然在拍照功能和塑料边框等细节处有一定的简配，但是对于我这种拍照功能用的少，外观要求不高的，真的是量身定制的产品，在不到3000的价格把这么多极致的硬件配置融合在一起，验证了那句&ldquo;生而为赢&rdquo;，大大的赞！开箱美图来咯，哈哈。
0.9935607005327863,喜欢,外形外观：非常好看。
0.8624612462337292,喜欢,屏幕音效：来回播动非常爽，对比以前的z3
0.9774853152200874,喜欢,拍照效果：拍照效果，日常够用。
0.7829045378892124,喜欢,运行速度：这个哈哈，865，ufs3.1，不用说。
0.5960193762953633,一般,待机时间：新机刚到，还没有测试。后追评。
0.9972300591402767,喜欢,其他特色：上个手机也是vivoz3，总知性价比賊高，值得一买。
0.9963522193071811,喜欢,外形外观：比我的net855版好看很多
0.9993923390249091,喜欢,屏幕音效：看着很舒服颜色很正很好。各角度看着很舒服。
0.9927797411353042,喜欢,拍照效果：我觉得拍照效果比我这个neo855版好很多，摄像头有明显的提升。微距效果很好。
0.9954944741761574,喜欢,运行速度：运行速度行云流水。
0.8979222959918346,喜欢,待机时间：待机时间还没有试过。不过我觉得，应该和我的这个Neo855，差不太多吧。neo855还是可以的，我十分满意。
0.591975157468199,一般,基友们，我就看图片吧。百闻不如一见吧。
0.994230245495836,喜欢,外形外观：夜幕黑的配色看着很大气，手机比较大，不重，玻璃后盖都可以当镜子用
0.998946984544824,喜欢,屏幕音效：屏幕显示非常清楚，144HZ的刷新率真心很nice?，玩了一把王者，超高画质全部开到最高都不掉帧，画面显示色彩非常冲击眼球，再加上鹰眼模式增强，那画面，太炫了。然后就是双扬声器，你听歌的时候把手机横屏，稍微加大点音量，你就知道什么是耳朵怀孕了哈哈，总之我是不想再用单声道了，音效也特别的好，是我理想中的样子?
0.9451454997094009,喜欢,拍照效果：拍照，没怎么拍，不过试了一下感觉非常清晰，超级逆光很帅，拍的一清二楚，后置4800已经很好了，点个赞?
0.9917573359106534,喜欢,运行速度：运行速度杠杠的，我的这款是8+128的，完全没有出现卡顿，游戏满帧运行毫无压力
0.6209980379825196,喜欢,待机时间：电池容量很大，待机两天没问题，要是玩游戏的话一个小时消耗不到20％，再加上超级闪充44w，58分钟就充满了
0.9999999741315877,喜欢,其他特色：游戏魔盒很舒服，玩游戏的功能齐全，还有变音等等，体验感非常强，值得购买，赞赞赞?
0.9991850975295415,喜欢,新手机到了，首先LCD的高刷新率屏幕，可调节5个档次，屏幕色彩显示效果不错，也可以自由调节好评，这块屏幕可玩性很高，iQOOneo3的系统没有多少广告，别某些国产手机厂商良心，系统过度动画流畅顺滑，充分发挥了这块高刷新率的屏幕的优势，LCD看时间长了眼睛也不会难受，全程DC调光无屏闪，我这台手机精细度，通透度，色彩表现都很好。打开软件速度很快，vivo的系统整体上功能很完善易用，就是打开开发者模式顶部一直提示，这个比较烦，对于爱折腾的人来说！双扬声器音量很大，效果很好！
0.9998639204552648,喜欢,外形外观：外观的话，个人觉得非常不错，比较喜欢
0.9889851463685059,喜欢,屏幕音效：双扬声器，真的是爱了，超有感噢
0.9499470092277259,喜欢,拍照效果：拍照日常的话都能满足，对于拍照要求不高，但是像素还可以哟
0.847593184295714,喜欢,运行速度：骁龙865搭配144刷新率，游戏无压力，杠杠的，速度非常快
0.9993883954693884,喜欢,待机时间：不玩游戏的话，续航时间还是挺不错，相比较其他手机来说
0.7599829980211612,喜欢,其他特色：待体验一段时间之后再来追评
0.9999999899396032,喜欢,144hz刷新率真的爽！高通865真不是盖的，性能强大，而且还有散热，打游戏也不会发热，这点真的非常棒了！拍照也还行，爽扬声器用着真是舒服，游戏党的最爱。还支持hifi，耳机党舒服了，最主要的是价格，香爆了！物流也快，隔天就到了。总体而言，这把手机买的还真的是很值得。给iqoo点个赞！
0.9998367672261844,喜欢,外形外观：外观好?手感好，比iQoo3好
0.9846816087842474,喜欢,运行速度：运行很快
0.7668279244741808,喜欢,待机时间：好
0.5262327818078083,一般, 
0.8212649631925266,喜欢,其他特色：好
0.8207509908080542,喜欢,屏幕音效：立体声音质杠杠的，买了两个月iQoo3无爱了
0.9999927887593771,喜欢,外形外观：挺漂亮的，作为游戏手机，还是很酷炫的
0.9951190954118503,喜欢,运行速度：我是一个配置狂，尤其针对游戏的，这个配置是杠杠的。
0.9993214736975508,喜欢,外形外观：外型很满意，对于我这种手掌小的人刚好
0.6711151076453158,喜欢,屏幕音效：图片和画面转换很流程，不亏是144
0.5538256117188056,一般,拍照效果：毕竟摄像头只用来拍二维码，没什么感觉
0.9962015307986853,喜欢,运行速度：8G的运行，玩游戏也够了，安装APP很快
0.9999751999865377,喜欢,外形外观：外观漂亮，是我喜欢的类型，低调。
0.9794434923549477,喜欢,屏幕音效：一直想要的双扬声器，实在是太喜欢了，音效非常棒。
0.9969180854092082,喜欢,拍照效果：像素很不错，拍照很清楚。我不是很追求极致的像素，够用了。
0.9098762046860667,喜欢,运行速度：865芯片就是快，我的835该退场了。
0.8723653177869672,喜欢,待机时间：电池很耐用，充电也快。
0.9999990296658473,喜欢,其他特色：屏幕很清晰，性价比超高，侧边做工精细，值得入手。
0.999999407552537,喜欢,外形外观：外观漂亮，很喜欢，直面屏很好容易贴贴膜，手机接口齐全
0.982708146789248,喜欢,屏幕音效：屏幕细腻，比较清晰
0.758586997615381,喜欢,拍照效果：拍照，符合我的要求
0.9983524525966513,喜欢,运行速度：手机运行速度快，不卡顿
0.8867122388865442,喜欢,待机时间：待机时间待测试
0.9898808724634274,喜欢,其他特色：手机功能还在学习中
0.999999999999994,喜欢,去年买了z1自己用，现在感觉存储已经不够用了，想升级换机。体验一下5G突然发现最近发布了这个机器，一步到位性价比旗舰机！目前感觉还可以运行很流畅，LCD屏幕很不错。1外观：好看，真的好看1屏幕音效：这款lcd起码是中上等水平，vivo调教和拿货水平一流，大家放心购买，加上144hz之后拖影非常非常的不严重，根据个人猜测是144hz比120hz再快了将近20%，肉眼对拖影&amp;ldquo;感知不强&amp;rdquo;1拍照效果：三摄，比较实用，中规中矩，vivo这牌子的相机调教，比好多品牌强多了1运行速度：6+128，6g运存还有2g可用，还算够用1待机时间：这个不用多说，4500毫安，44w快充1其他特色：双扬声太香了，跟我的XsMax一比，声音还要更大。品控方面不用担心，比某葫芦摄像头的牌子强太多了，颜色好看，性能很能打，关键2698起啊兄弟们。起初是害怕iqoo ui不行，现在一用觉得不错，真香，该有的都有，也不卡顿，还算易用。用XsMax五分之一的价格买的，体验如此好，做备用机完美得一批。
0.999930654321487,喜欢,运行速度快，拍照对焦快清晰，系统好用，尤其喜欢系统自带的智慧识图功能，非常好用，就冲这个就得支持vivo，好用、非常满意，另外说一下屏幕太细长了，能短宽一点就完美了。
0.9995632495711052,喜欢,去年买了z5x自己用  年初买了z5  给家人用   最近本想买z6  体验一下5G   突然发现最近发布了 这个机器  我去，一步到位性价比旗舰机！目前感觉还可以 运行很流畅，LCD屏幕真的好，比z5x窄一丁点。  手机还没倒腾完，过段时间追评！
0.9659907203837542,喜欢,骁龙865+wifi6超级丝滑，除了下巴宽了一点，另外都不错，性价比极高！还有就是京东快递确实给力！
0.9983778957090829,喜欢,外形外观：镜面渐变配色好喜欢
0.7806895637745339,喜欢,屏幕音效：双扬声器 音量很大
0.9575366870523028,喜欢,拍照效果：日常够用了
0.8835297235065456,喜欢,运行速度：865+wifi6确实给力
0.8686329467232206,喜欢,待机时间：大电池+44w快充
0.03505323189864917,不喜欢,果断抢购以旧换新，neo855版换neo3，物流绝对快，送新拿旧，不耽误使用！颜值完爆旧款，整体要修长很多，背面高光电镀，新摄模组，关键是四角圆弧处理，找回刚买三星s7的手感！侧边按压电源键，还带指纹解锁，这设计满意！对于lcd屏没感觉什么不好，倒是超高刷新率，一旦用了，就回不去了！双扬声器也一样，一旦用了，也回不去！大电池，闪充，骁龙865，双模5G。。。总之特别满意的一款手机。价格也合适很成功的一次以旧换新4G升5G
0.9999953608776878,喜欢,外形外观：大气时尚，手感也很好，大屏幕不错。
0.9721498042342382,喜欢,屏幕音效：全面屏占屏比可以，声音效果不错。
0.9007307788739505,喜欢,待机时间：一天无忧，充电速度也快。
0.996050487051952,喜欢,运行速度：高通865加12G加128这配置相当的流畅。
0.928655286664294,喜欢,拍照效果：拍照还可以，毕竟是手机，要好买单反。
0.9603991785936248,喜欢,外形外观：20:9尺寸非常OK
0.9678478214308934,喜欢,屏幕音效：音效同级最好，音效OK
0.33558816352274945,不喜欢,拍照效果：拍照样张还算及格
0.7998987150581939,喜欢,运行速度：app打开关闭非常滑，安装速度快
0.9709234029220228,喜欢,待机时间：待机不错，充电快啊，香
0.999348525480541,喜欢,外形外观：靓丽美观
0.9821626848401054,喜欢,屏幕音效：声音效果非常棒
0.8470037025681313,喜欢,拍照效果：亮度较高，清晰度不错
0.9471057809792652,喜欢,运行速度：没有打游戏，装了一堆软件，反应依然很快
0.5308820039557756,一般,待机时间：拿到手时36％，高频使用了一个半小时，还有12％的电
0.9808668225953278,喜欢,其他特色：vivo自带软件挺好用，喜欢音乐，就不用再去下听歌软件了！
0.9997816286089279,喜欢,外形外观：时尚大气
0.9455688857773052,喜欢,屏幕音效：屏幕很温和 不伤眼 显示效果特别好
0.99661237052981,喜欢,运行速度：144hz真流畅 跟手性极强 王者满帧数跑 不掉帧
0.7404455589483553,喜欢,待机时间：不游戏 一天一夜不在话下
0.9517075475477711,喜欢,其他特色：性能极强 真香
0.682643937674198,喜欢,拍照效果：清晰 美颜不过分 特别顺眼温和
0.9335091043550565,喜欢,终于收到了，是发布那天直接就在京东预定了，很喜欢iqoo，之前入手了一台iqoo3，后来看到neo3发布，被144hz屏幕吸引了，还是预定了neo3，对比一下发现neo3算是乞丐版的iqoo3吧，不过这个价格有865?144hz屏幕还是可以了，我主要用来打安卓区的王者单子～感觉这个手机应该是够用了。
0.9999984511960343,喜欢,入手感觉很好，包装不错，后壳是bolide，材质没有iqoo3那么好，毕竟价格，屏幕看起来很舒服，触控也可以，玩游戏肯定是够了，日用也可以，推荐直男购买，哈哈。作为王者代打推荐你们购买～
0.9999948162384228,喜欢,手机外观感觉好看，可以当镜子用，很喜欢。拍照效果也还可以好像是自动美颜。王者荣耀之类的游戏玩的流畅度也还可以，待机时间的话不知道，才收到。运行内存还有4点多gb。，运行速度也挺快的，侧面指纹解锁也挺快的。
0.999333583035381,喜欢,外形外观：全面屏，边框很窄，后壳渐变色非常炫酷
0.15749251795060282,不喜欢,屏幕音效：144刷新率真不是盖的，用了就回不去了
0.9548010692954673,喜欢,拍照效果：四千万摄像头，拍出来细节都很好，
0.9990057980653955,喜欢,运行速度：865处理器，安卓最快处理器了，
0.9724790368684699,喜欢,待机时间：四千毫安大电池玩一天都够用
0.9965113459566223,喜欢,其他特色：三千元档的手机，无敌对手。
0.9746164773049985,喜欢,外形外观：非常喜欢，适合我的手掌。
0.9693795260161703,喜欢,拍照效果：很清晰，比我之前的任何手机都好。
0.9596849709924271,喜欢,屏幕音效：非常不错。
0.9643728457178733,喜欢,运行速度：这个是我最满意的，毕竟目前最高865的处理器，那速度不是吹的。
0.22436867990802023,不喜欢,待机时间：刚拿到，来的时候44的电，玩了2个多小时了，打了两把王者，听了一会歌，现在还有20的电，已经非常可以了。
0.9882159002200394,喜欢,其他特色：打游戏爽的不要不要的，我买这个手机主要就是拿来打游戏的，满足了我的要求。
0.99996268668355,喜欢,外形外观：真的很酷，很漂亮，很喜欢
0.9935389477360785,喜欢,屏幕音效： 很悦耳动听
0.9014544684814386,喜欢,拍照效果：我觉得拍照片很清晰
0.9885795707264353,喜欢,运行速度：肯定是行云流水的快
0.4223883438014524,一般,待机时间：有快充和大电池，肯定是没问题的
0.9557881747661857,喜欢,其他特色：漂亮
0.9963162450500066,喜欢,外形外观：很喜欢
0.8770968595656844,喜欢,屏幕音效：屏幕太棒了，声音好听
0.9897923252582733,喜欢,拍照效果：照相优化很好，日常够用
0.9662326338839303,喜欢,运行速度：12+128 865没得说
0.4558178694347388,一般,待机时间：4500的电池一天没问题
0.9090985878849501,喜欢,其他特色：小软件特别好用拍照翻译
0.992668417484512,喜欢,外形外观：Lcd永不为奴奥利给
0.9731481010428262,喜欢,屏幕音效：立体扬声器真棒
0.831310329738622,喜欢,拍照效果：4800w常规操作
0.9943571570219201,喜欢,运行速度：6+128够用，看后期效果如何
0.908165987103561,喜欢,待机时间：一上午用了50电，现在在充电，一个小时就能充满真不错
0.9594250244678699,喜欢,其他特色：颜值担当，够霸气
0.9999912770628188,喜欢,性价比高，骁龙865，8核处理器，自带儿童模式，特别实用，拍照清晰，充电快速，音质清晰无杂音。画面清晰，护眼睛模式看着舒服。
0.9984533514069126,喜欢,外形外观：颜值很高，比我想象得还要好看
0.999656239880312,喜欢,屏幕音效：音效没得说，一流，双扬声器模式好评，屏幕真香
0.7811030131644311,喜欢,拍照效果：拍照感觉比6400w的吧还要清晰
0.9787961322895232,喜欢,运行速度：运旗舰表现，没有压力
0.9888200942097976,喜欢,待机时间：待机有待测试，充电很快，续航应该妥妥的，毕竟大电池
0.9797786206225518,喜欢,其他特色：很轻，，手感不错不错，透明手机壳好评！！
0.9996708865796039,喜欢,外形外观：渐变蓝色，可以当镜子照，出厂带手机膜，带一个清水壳，非常漂亮
0.991956719243586,喜欢,屏幕音效：屏幕咱就别要求太高了，LCD屏幕，侧面指纹，毕竟价位在这，不能要求太高，音效HI FI，听歌效果不错
0.9996078604528126,喜欢,拍照效果：拍照主流相机配置吧，毕竟是偏向发烧的游戏手机，照张效果不多说
0.9583237893145773,喜欢,运行速度：运行速度没问题，上半年水桶机，骁龙865处理器，速度快
0.832518694600381,喜欢,待机时间：电池容量四千多，配备超级闪充，充电速度非常快
0.9093530217426417,喜欢,其他特色：支持高刷144hz屏幕，24期免息，难道不香吗
0.9999992600361527,喜欢,外形外观：外观还是很棒的，右上角单挖孔比水滴，美人尖，瀑布都要好看，后盖上黑下蓝的交替个人很喜欢，整体握持感很棒。
0.9999374268025949,喜欢,屏幕音效：屏幕很棒哒，144Hz高刷新率，丝滑般的触感，还是LCD屏幕，素质也还可以，不禁喊出一句话:高素质高刷新率LCD永不为奴！音效更不用说了，线性立体双扬声器的外放效果很好，插耳机的HIFI音效，很完美！
0.998470712373198,喜欢,拍照效果：对于这款定位高性能高刷新率的游戏手机来说，拍照的效果已经很不错了，三星GW1也够用了。
0.992558472423619,喜欢,运行速度：运行速度很快，毕竟有骁龙865加持，而且有高刷新率屏幕支持，感觉很顺畅。
0.8354315922621981,喜欢,待机时间：待机时间很长，毕竟4500毫安时的大电池，待机时间怎么会差！
0.9918359247287891,喜欢,其他特色：最便宜的高通骁龙865 5G 手机，在这个价位可以说是无敌了，她就是今年的年度真香机！
0.9999999990181558,喜欢,这手机真的不负期待啊！我一直在等候，终于等到了，外观很好看，后盖的颜色很绚丽！屏幕单挖孔，孔径很小不影响观感，开机运行很流畅，毕竟骁龙目前最强处理器！下载软件速度很快！屏幕高刷新率就是爽！玩游戏明显顺滑很多！画面看着也舒服！而且摄像头也很让人惊讶，拍照很清晰，性价比真的高！！！还抢到了耳机！！！
0.9993817717430494,喜欢,外形外观：大气，是我喜欢的类型
0.9264986520250114,喜欢,屏幕音效：双喇叭感觉很好
0.8952907325168052,喜欢,拍照效果：很满意
0.9969899208942331,喜欢,运行速度：特别快，特别流畅
0.8845706106316166,喜欢,待机时间：很满意
0.6846020310426766,喜欢,其他特色：就冲着骁龙865来的
0.9997809324559516,喜欢,总之性价比特别高，物超所值，推荐大家体验购买
0.9975561781442298,喜欢,屏幕音效：144hz太让我意外了，超乎想象，比小米得好
0.9795040247128726,喜欢,运行速度：两个字丝滑完美
0.9212745571370228,喜欢,待机时间：感觉不错
0.6341505304901758,喜欢,拍照效果：短板&hellip;&hellip;
0.9961239495702083,喜欢,外形外观：能不能出个全黑的就好了
0.9959600122599255,喜欢,其他特色：屏幕真心好，做工超乎想象，总体超出预期
0.13631626122520824,不喜欢,同时购买了三星s20?和这个手机，这个手机先到的，竟然超乎想象～屏幕特别流畅144hz体验真的好，竟然感觉可以把三星退了&hellip;&hellip;看着确实舒服&hellip;&hellip;音质比11pro max差一些&hellip;&hellip;相机和11pm比简直就是跑车和奥拓&hellip;&hellip;总之最满意的是屏幕&hellip;&hellip;没有拖影&hellip;&hellip;真的感受不到拖影&hellip;&hellip;
0.9999999999460181,喜欢,物流够快，包装不错，手机外观大气，拿起来厚重感很强，屏幕足够大，拍照很清晰，运行速度嗖嗖的，毕竟是865，一点压力没有，手机刚到还没安装游戏，后续体验一下散热情况，以及电池容量。后壳盖不错，都可以当镜子使用了，整体感觉非常满意，走的就是性价比路线，?
0.9982228137848705,喜欢,外形外观：非常漂亮
0.34392063634157777,不喜欢,待机时间：一天没问题
0.9797911502424898,喜欢,运行速度：飞一般的速度 感觉比我xsmax快
0.9967120110934188,喜欢,屏幕音效：音效非常棒
0.6271502659027357,喜欢,拍照效果：成像效果好
0.11923868601497001,不喜欢,其他特色：前三图像是我用本手机拍的  大家可以对比一下
0.6462918190082094,喜欢,到手了，黑色的泛蓝光，很炫。壳膜都配好了。还没上卡，晚上详细测试。拍照锐化很重，自拍不要美颜也有很重美颜痕迹。
0.6665319079558581,喜欢,外形外观：今年流行的挖孔屏，后面加大块摄像头堆栈
0.5516686875416092,一般,屏幕音效：屏幕显示画面细腻，屏幕大小合适，刷新率屏幕可调
0.2549076480728171,不喜欢,拍照效果：凑合用，感觉4800万拍摄样张也可以
0.5623614284360026,一般,"运行速度：选的6Gb运行内存，开机可用2.63G,有点吃内存"
0.6331082159574484,喜欢,待机时间：中度使用一天可以
0.9925833090342702,喜欢,其他特色：指纹解锁键解锁速度很快，尤其是vivo自家的44W快充，真的很快
0.9999977728183554,喜欢,看各种评论，在K30PRO之间纠结，最终还是选择了这个性价比超高的手机，特地用了几天再评论，总结一句话就是&ldquo;超级满意&rdquo;，刚开始就是冲着大电池买的，果然续航没让我失望不怎么玩游戏，从早上8点到晚上8点基本问题不大，在外吃碗面的功夫就充满电了，平时经常听歌，里面的&ldquo;深空音效&rdquo;算是震撼住我了，屏幕也特别清晰艳丽，外观很精致，很有档次，不经常拍照，所以拍照就不多评价了，可玩性很高，看电影双扬声器也不是吹的，经常听歌的选择ViVO这款还是不错得，自带HiFi音效层次感比之前的Mate10Pro音效好！还有侧面指纹解锁很方便！
0.9999999754563597,喜欢,我买的是12+128的，手机昨天刚拿到手，很多功能还在研究中，总体的感觉是手机反应快 ，流畅，续航能力强，音乐音质好，手机外音有上下两个喇叭，声音立体，自带Hi~Fi+入耳式耳机，效果很震撼，拍照图片清晰。
0.1349194794168289,不喜欢,昨天中午买的，今天早上9点就到了！这就是为什么在京东买的原因！?
0.9999995805311338,喜欢,手机整体不错挺好的，手机后壳很漂亮，屏幕很高清，运行速度很快，拍照效果也很不错！用一段时间再评价！
0.9997777852839548,喜欢,外形外观：很漂亮，有种惊艳的感觉，色彩搭配也很有味道，很难感觉到这其实不是玻璃后盖。
0.9802197788412593,喜欢,屏幕音效：双扬声器，玩游戏，听音乐，声音通透清晰，HIFI音质，期待入耳效果。
0.9993931454035362,喜欢,拍照效果：拍照效果比一般市面上一线拍照手机略逊，和当下一些4000元+的相比还有差距，看一下价位也就感觉没什么了。
0.9869056271633363,喜欢,运行速度：8+128的感觉完全够我使用，轻度游戏，和影音，
0.9818257312906447,喜欢,待机时间：4500毫安的电池，44w快充，后续看看使用效果，
0.23103040540657094,不喜欢,其他特色：性价比，865守门员，HIFI音质，双扬声器，144刷新率
0.9675892825460934,喜欢,东西不错 垂涎865已经很久了 果然IQOO是价格屠夫 就是牛啊 屏幕颜色艳丽的很 东西很是喜爱的 I like it 黑边其实不怎么明显 拿在手里只有真香二字 屏幕144hz是真的爽 简直飞起来了呢 感谢IQOO让我拿到真香机
0.9993261682445609,喜欢,外形外观：给长辈用，大小正好！
0.9998783407697487,喜欢,屏幕音效：屏幕显示效果很棒，比6P亮，显示细腻，希望这块144hz的高刷屏幕能有更好表现！立体声音效果然很赞
0.9915587006508539,喜欢,拍照效果：自带美颜功能很赞
0.9998966400881643,喜欢,运行速度：高通骁龙865果然很快，替代之前的iPhone6P绰绰有余
0.5562151251154221,一般,待机时间：期待4500毫安的电池能用2天
0.8859030386362785,喜欢,屏幕音效：双扬声器，效果很好。
0.9829060759110897,喜欢,外形外观：用开三星手机，这外形不习惯，有点厚重。
0.980776439164973,喜欢,拍照效果：拍照就别执着了，合适就好。
0.9708181618775635,喜欢,运行速度：比较优秀
0.9147666969852268,喜欢,待机时间：很好，安心玩游戏，不怕没电
0.999375069776636,喜欢,外形外观：还不错，大小正好
0.9161448903473334,喜欢,屏幕音效：还行，比苹果的差点
0.7986852005457361,喜欢,拍照效果：很清楚
0.9529278229110539,喜欢,运行速度：手感很好，太顺滑了
0.38375262076905936,不喜欢,待机时间：以后再追评
0.9999875342767721,喜欢,外形外观：很漂亮，在同价位中算比较好的。
0.9982634071542817,喜欢,屏幕音效：lcd屏幕是我购买的第一选择，流畅通透，尤其是经常熄灯后看会手机，对眼晴的伤害要好于oled许多。
0.7542384487631385,喜欢,拍照效果：效果还行，没怎么拍。
0.9892499581965591,喜欢,运行速度：很快，感觉非常流畅，下载东西也快了许多，扫码时也利索多了。
0.9284561148571198,喜欢,待机时间：一天应该没问题，快充很快。
0.8941532500981675,喜欢,其他特色：比较细长，观影好，感觉有些网页拉长后两端文字稍有变形。附送的壳上边高出手机好多，左右滑动屏幕时经常碰好，应该改一下。
0.9998781033283671,喜欢,外形外观：很漂亮，手感很好。
0.8577592740053809,喜欢,屏幕音效：很平整，没有瑕疵
0.8597184158248847,喜欢,拍照效果：像素很好
0.9006131820469432,喜欢,运行速度：个字865 快
0.984950838111716,喜欢,待机时间：用了一天了，手机很不错，待机很好
0.019862822239805622,不喜欢,性价比最高的865，WiFi6，双WiFi，流量WiFi自由切换，5G就是不一样，144HZ刷新率打开应用唰唰的，真香呀！
0.9988589101221267,喜欢,外形外观：漂亮，比一般手机要大，指纹要是屏幕的就完美了
0.6869813887098312,喜欢,屏幕音效：双声道，不一样的感觉
0.8935245230286383,喜欢,拍照效果：杠杠的，满足你的日常所需
0.5591390429394787,一般,运行速度：没的说，865就是865
0.9611284711760506,喜欢,待机时间：4500毫安好的很
0.9583074849040244,喜欢,其他特色：44W快充牛的很，谁用谁知道
